battery,camera,display,memory,name,price,processor,rating,reviews,warranty,,,,,,
3010 mAh Battery,20MP + 12MP | 20MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,"Mi A2 (Gold, 128 GB)",16899,Qualcomm Snapdragon 660 AIE Processor,4.1,250 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,,,,,,
3500 mAh Li-Ion Battery,13MP Rear Camera | 8MP Front Camera,12.7 cm (5 inch) Full HD Display,3 GB RAM | 32 GB ROM,"Lenovo Z2 Plus (Black, 32 GB)",8250,Qualcomm Snapdragon 820 Quad Core 2.15GHz Processor,3.9,972 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3700 mAh Li-ion Battery,"48 Million Quad Pixel Sensor (12 Million Effective Pixel) + 8MP + 5MP, AI Triple Rear Camera | 32MP Front Camera",16.23 cm (6.39 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Vivo V15 Pro (Ruby Red, 128 GB)",21099,Qualcomm Snapdragon 675AIE Octa Core 2.0GHz Processor,4.5,"2,800 Reviews",In-display Fingerprint Scanning,,,,,,
4000 mAh Li-polymer Battery,48MP + 13MP + 8MP | 20MP Front Camera,16.23 cm (6.39 inch) Full HD+ Display,6 GB RAM | 64 GB ROM,"Redmi K20 (Glacier Blue, 64 GB)",21999,Qualcomm Snapdragon 730 Processor,4.5,"5,085 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3400 mAh Lithium Polymer Battery,13MP + 2MP | 24MP Front Camera,15.77 cm (6.21 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Honor 10 Lite (Sky Blue, 64 GB)",12199,Kirin 710 2.2GHz Octa Core Processor,4.4,"1,323 Reviews","Brand Warranty of 1 Year Available for Mobile, 6 Months for Battery and Charger, 3 Months for Data Cable",,,,,,
4230 mAh Battery,13MP + 2MP | 13MP Front Camera,15.8 cm (6.22 inch) HD+ Display,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 3 (Radiant Blue, 64 GB)",9499,MediaTek Helio P70 Octa Core 2.1 GHz AI Processor,4.4,"43,549 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
4500 mAh Lithium-ion Battery,64 MP + 12 MP +12 MP + VGA Depth Camera | 10MP Front Camera,17.02 cm (6.7 inch) Quad HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,"Samsung Galaxy S20+ (Cosmic Black, 128 GB)",77999,Exynos 990 Processor,4.5,50 Reviews,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,,,,,,
4000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.9 cm (6.26 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,"Asus ZenFone Max M2 (Blue, 32 GB)",7999,Qualcomm Snapdragon 632 Octa Core Processor,4.3,"12,649 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3000 mAh Battery,13MP + 2MP | 13MP + 2MP Dual Front Camera,14.35 cm (5.65 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Honor 9 Lite (Midnight Black, 32 GB)",13999,Kirin 659 Processor,4.3,"66,369 Reviews","12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",,,,,,
3000 mAh Battery,13MP + 2MP | 13MP + 2MP Dual Front Camera,14.35 cm (5.65 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Honor 9 Lite (Sapphire Blue, 32 GB)",13999,Kirin 659 Processor,4.3,"66,369 Reviews","12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",,,,,,
3000 mAh Battery,13MP + 2MP | 13MP + 2MP Dual Front Camera,14.35 cm (5.65 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Honor 9 Lite (Midnight Black, 64 GB)",16999,Kirin 659 Processor,4.3,"12,119 Reviews","12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",,,,,,
3000 mAh Battery,13MP + 2MP | 13MP + 2MP Dual Front Camera,14.35 cm (5.65 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Honor 9 Lite (Glacier Grey, 32 GB)",13999,Kirin 659 Processor,4.3,"66,369 Reviews","12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",,,,,,
3000 mAh Battery,13MP Rear Camera | 8MP Front Camera,13.21 cm (5.2 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Nokia 5 (Matte Black, 16 GB)",6490,Qualcomm Snapdragon 430 Processor,4,167 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3000 mAh Battery,13MP Rear Camera | 8MP Front Camera,13.21 cm (5.2 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Nokia 5 (Silver, 16 GB)",6490,Qualcomm Snapdragon 430 Processor,4,167 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
1800 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,Karbonn K24 Plus Pro,1298,1 Year for Mobile & 6 Months for Accessories,3.8,132 Reviews,,,,,,,
1800 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,Karbonn K24 Plus Pro,887,1 Year for Mobile & 6 Months for Accessories,3.8,132 Reviews,,,,,,,
4000 mAh Li Polymer Battery,12MP Rear Camera | 5MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,"Redmi Note 5 (Blue, 64 GB)",9499,Qualcomm Snapdragon 625 Processor,4.4,"39,973 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
4230 mAh Battery,13MP + 2MP | 13MP Front Camera,15.8 cm (6.22 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 3i (Diamond Red, 64 GB)",10499,MediaTek Helio P60 Octa Core 2.0 GHz Processor,4.4,"6,417 Reviews",Triple Slots (Dual SIM + Memory Card),,,,,,
4100 mAh Li-ion Battery,48MP + 13MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera,16.36 cm (6.44 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,"Vivo V17Pro (Midnight Ocean Black, 128 GB)",29499,Qualcomm Snapdragon 675 AIE Processor,4.5,598 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
5000 mAh Battery,16MP + 5MP | 16MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,"Asus Zenfone Max Pro M1 (Black, 64 GB)",11999,Qualcomm Snapdragon 636 Octa Core Processor,4.3,"26,353 Reviews",Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories,,,,,,
3000 mAh Battery,5MP Rear Camera | 5MP Front Camera,13.56 cm (5.34 inch) FWVGA Display,1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,"Intex infie 33 (Gold, 8 GB)",3999,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries,3.7,71 Reviews,,,,,,,
3000 mAh Battery,5MP Rear Camera,13.56 cm (5.34 inch) Display,1 GB RAM | 8 GB ROM,"Intex Infie 33 (Lake Blue, 8 GB)",3999,1 Year Brand Warranty,3.7,71 Reviews,,,,,,,
4500 mAh Lithium-ion Battery,12MP + 12MP + 12MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,"Samsung Galaxy Note10 Lite (Aura Red, 128 GB)",39999,Exynos 9810 Processor,4.4,141 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
4010 mAh Li-Ion Polymer Battery,13MP Rear Camera | 16MP Front Camera,13.97 cm (5.5 inch) Full HD Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Gionee A1 (Grey, 64 GB)",21499,MediaTek MT6755 Helio P10 Octa Core 2.0GHz Processor,4,"1,028 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3500 mAh Battery,16MP + 5MP + 8MP | 8MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4 GB RAM | 64 GB ROM,"Nokia 6.2 (Black, 64 GB)",12849,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.2,30 Reviews,,,,,,,
3000 mAh Battery,16MP + 5MP | 8MP Front Camera,15.24 cm (6 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Alcatel 3V (Spectrum Gold, 32 GB)",5999,MT8735A A53 Processor,3.6,357 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
4500 mAh Lithium-ion Polymer Battery,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,16.94 cm (6.67 inch) Full HD+ Display,8 GB RAM | 256 GB ROM | Expandable Upto 512 GB,"POCO X2 (Phoenix Red, 256 GB)",21499,Qualcomm Snapdragon 730G Processor,4.5,"5,322 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
4000 mAh Lithium Ion Battery,13MP + 8MP + 5MP | 8MP Front Camera,16.51 cm (6.5 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A20s (Green, 64 GB)",14900,Qualcomm SDM450-B01 Processor,4.3,80 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3750 mAh Battery,13MP + 13MP | 16MP + 2MP Dual Front Camera,15.75 cm (6.2 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Tecno Camon i 2 (Champagne Gold, 32 GB)",7150,MT6761 Processor,4.3,8 Reviews,1 Year,,,,,,
3050 mAh Li-ion Polymer Battery,13MP Rear Camera | 8MP Front Camera,13.84 cm (5.45 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Infinix Smart 2 (Bordeaux Red, 32 GB)",7999,MTK6739 64 bit Quad Core Processor,4,"4,013 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
4000 mAh Li-polymer Battery,48MP + 8MP + 2MP | 16MP Front Camera,16.74 cm (6.59 inch) Full HD+ Display,6 GB RAM | 256 GB ROM | Expandable Upto 512 GB,"Honor 9x Pro (Midnight Black, 256 GB)",17999,Kirin 810 (7 nm Chipset with NPU) Processor,3.9,884 Reviews,"1 Year Warranty on Handset, 6 Months on Charger and 3 Months on Data Cable Provided by the Manufacturer from Date of Purchase.",,,,,,
4000 mAh Li-polymer Battery,8MP Rear Camera | 5MP Front Camera,15.49 cm (6.1 inch) Display,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"OPPO A1K (Black, 32 GB)",7490,MT6762R Processor,4.3,576 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
5000 mAh Battery,13MP Rear Camera,16.26 cm (6.4 inch) Display,3 GB RAM | 32 GB ROM,"Samsung Galaxy M30 (Blue, 32 GB)",10399,12 Months,4.3,53 Reviews,,,,,,,
3000 mAh Battery,5MP Rear Camera,13.56 cm (5.34 inch) Display,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Mobiistar C1 (Gold, 16 GB)",3990,MTK MT6739 Processor,4,141 Reviews,1 Year on Handset & 6 Months on Accessories,,,,,,
4000 mAh Li-ion Battery,48MP + 5MP + 8MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,4 GB RAM | 128 GB ROM,"Samsung Galaxy A50s (Prism Crush Violet, 128 GB)",18570,Exynos 9611 Processor,4.3,779 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,,,,,,
4500 mAh Battery,48MP Rear Camera,16.36 cm (6.44 inch) Full HD Display,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Vivo V17 (Admiral Blue, 128 GB)",23990,Qualcomm Snapdragon Processor,4.5,680 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
2500 mAh Lithium-ion Battery,8MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) FWVGA Display,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Panasonic P101 (Black, 16 GB)",4990,MT6739WA Processor,4,920 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,,,,,,
3000 mAh Battery,12.2MP Rear Camera | 8MP Front Camera,14.22 cm (5.6 inch) Full HD+ Display,4 GB RAM | 64 GB ROM,"Google Pixel 3a (Just Black, 64 GB)",30999,Qualcomm Snapdragon 670 Processor,4.5,934 Reviews,eSIM Compatible,,,,,,
4000 mAh Li-ion Battery,25MP + 5MP + 8MP | 16MP Front Camera,16.26 cm (6.4 inch) HD+ Display,4 GB RAM | 128 GB ROM,"Samsung Galaxy A30s (Prism Crush Violet, 128 GB)",19900,Exynos 7904 Processor,4.3,298 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,,,,,,
3050 mAh Battery,13MP Rear Camera,13.84 cm (5.45 inch) Display,2 GB RAM | 16 GB ROM,"Tecno Camon i Sky (Champagne Gold, 16 GB)",4970,1 Year Warranty,4.1,23 Reviews,,,,,,,
2500 mAh Battery,13MP Rear Camera,13.97 cm (5.5 inch) HD Display,3 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"Forme R7 (Champagne Gold, 16 GB)",5999,Mediatek MTK6737 Quad-core Processor,3.6,34 Reviews,1 Year Manufacturer Warranty on Handset and 6 Months on Accessories,,,,,,
4000 mAh Li-ion Polymer Battery,13MP + 2MP | 16MP Front Camera,15.75 cm (6.2 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Infinix Hot S3X (Aqua Blue, 32 GB)",10999,Qualcomm Snapdragon Octa-core Processor,4.2,"2,590 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
4000 mAh Li-ion Polymer Battery,13MP + 2MP | 16MP Front Camera,15.75 cm (6.2 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Infinix Hot S3X (Tradew Gray, 32 GB)",10999,Qualcomm Snapdragon Octa-core Processor,4.2,"2,590 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
4000 mAh Li-ion Polymer Battery,13MP + 2MP | 16MP Front Camera,15.75 cm (6.2 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Infinix Hot S3X (Milan Black, 32 GB)",10999,Qualcomm Snapdragon Octa-core Processor,4.2,"2,590 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
2500 mAh Battery,8MP Rear Camera | 5MP Front Camera,13.97 cm (5.5 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"Blackbear B6 Glory (Blue, 16 GB)",4999,High Speed 1.3 GHz Quad Core Processor,2.7,0 Reviews,1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries form the date of purchase,,,,,,
3000 mAh Battery,13MP + 2MP | 8MP Front Camera,14.5 cm (5.71 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 400 GB,"Nokia 4.2 (Black, 32 GB)",12990,Qualcomm Snapdragon 439 Processor,4.1,152 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories Excluding Battery,,,,,,
1750 mAh Li-Ion Battery,5MP Rear Camera | 0.3MP Front Camera,11.43 cm (4.5 inch) FWVGA Display,512 MB RAM | 8 GB ROM,"Lava A51 (Gold, 8 GB)",2499,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.5,107 Reviews,,,,,,,
4000 mAh Battery,48MP + 8MP + 13MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Display,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,"OPPO Reno2 (Luminous Black, 256 GB)",38990,Qualcomm Snapdragon 730G Processor,4.5,176 Reviews,Ultra Dark Mode l Ultra Steady Video,,,,,,
3080 mAh Li Polymer Battery,12MP + 5MP | 16MP Front Camera,15.21 cm (5.99 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Redmi Y2 (Blue, 64 GB)",8499,Qualcomm Snapdragon 625 Processor,4.4,"1,867 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"OPPO A3s (Purple, 32 GB)",8990,Qualcomm Snapdragon 450 Processor,4.3,"1,991 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
4000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.9 cm (6.26 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,"Asus ZenFone Max M2 (Silver, 32 GB)",7999,Qualcomm Snapdragon 632 Octa Core Processor,4.3,"12,649 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3000 mAh Battery,13MP Rear Camera | 5MP Front Camera,13.97 cm (5.5 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"LG Q7 (Black, 32 GB)",9990,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.3,2 Reviews,,,,,,,
3750 mAh Battery,13MP + 2MP | 16MP Front Camera,15.75 cm (6.2 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Tecno Camon i 2 (MIDNIGHT BLACK, 32 GB)",7250,12+1 month warranty provided by the manufacturer,4.3,8 Reviews,,,,,,,
4000 mAh Li Polymer Battery,12MP Rear Camera | 5MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Redmi Note 5 (Gold, 32 GB)",8799,Qualcomm Snapdragon 625 Processor,4.4,"43,588 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
5020 mAh Li-Ion Polymer Battery,13MP Rear Camera | 5MP Front Camera,15.24 cm (6 inch) Full HD Display,3 GB RAM | 64 GB ROM | Expandable Upto 128 GB,"Gionee Marathon M5 Plus (Champagne Gold, 64 GB)",26999,Mediatek MT6753 Octa Core 1.3GHz Processor,4.1,27 Reviews,Brand Warranty of 1 Year,,,,,,
3800 mAh Lithium-ion Battery,24MP + 5MP + 10MP + 8MP | 24MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A9 (Lemonade Blue, 128 GB)",36000,Qualcomm Snapdragon 660 Processor,4.4,70 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
5000 mAh Battery,12MP Rear Camera | 8MP Front Camera,15.8 cm (6.22 inch) HD+ Display,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"Redmi 8A (Midnight Black, 32 GB)",6999,Qualcomm Snapdragon 439 Processor,4.4,"10,773 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
4000 mAh Battery,13MP + 2MP Depth Sensor + 8MP Wide Angle sensor | 32MP Front Camera,15.77 cm (6.21 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Infinix S4 (Twilight Purple, 32 GB)",9599,2.0 GHz Helio P22 64-bit Octa Core Processor,4.2,"3,923 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
2630 mAh Battery,8MP Rear Camera | 8MP Front Camera,12.7 cm (5 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 128,"Nokia 3 (Matte Black, 16 GB)",5290,MTK 6737 Processor,3.9,"1,301 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
4230 mAh Battery,13MP + 2MP | 13MP Front Camera,15.8 cm (6.22 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 3 (Dynamic Black, 64 GB)",10499,MediaTek Helio P70 Octa Core 2.1 GHz AI Processor,4.4,"16,477 Reviews",Triple Slots (Dual SIM + Memory Card),,,,,,
4230 mAh Battery,13MP + 2MP | 13MP Front Camera,15.8 cm (6.22 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Realme 3 (Radiant Blue, 32 GB)",8499,MediaTek Helio P70 Octa Core 2.1 GHz AI Processor,4.4,"43,549 Reviews",Triple Slots (Dual SIM + Memory Card),,,,,,
4230 mAh Battery,13MP + 2MP | 13MP Front Camera,15.8 cm (6.22 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Realme 3 (Dynamic Black, 32 GB)",8499,MediaTek Helio P70 Octa Core 2.1 GHz AI Processor,4.4,"43,549 Reviews",Triple Slots (Dual SIM + Memory Card),,,,,,
4500 mAh Lithium-ion Battery,64 MP + 12 MP +12 MP + VGA Depth Camera | 10MP Front Camera,17.02 cm (6.7 inch) Quad HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,"Samsung Galaxy S20+ (Cloud Blue, 128 GB)",77899,Exynos 990 Processor,4.5,50 Reviews,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,,,,,,
4000 mAh Li-ion Battery,8MP Rear Camera | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Tecno Spark Go Plus (Vacation Blue, 32 GB)",5999,Helio A22 (MT6761) Processor,4.2,33 Reviews,Finger Print Sensor,,,,,,
3500 mAh Li-Ion Battery,13MP Rear Camera | 8MP Front Camera,12.7 cm (5 inch) Full HD Display,4 GB RAM | 64 GB ROM,"Lenovo Z2 Plus (Black, 64 GB)",9899,Qualcomm Snapdragon 820 Quad Core 2.15GHz Processor,3.8,961 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3000 mAh Battery,13MP Rear Camera | 8MP Front Camera,13.84 cm (5.45 inch) Full HD Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Meizu C9 Pro (Gold, 32 GB)",6990,Quad Core Processor,4.1,198 Reviews,1 Year,,,,,,
4300 mAh Battery,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,16.76 cm (6.6 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Realme 6 Pro (Lightning Red, 128 GB)",19999,Snapdragon 720G Processor,4.4,"2,036 Reviews",90 Hz Ultra Smooth Display,,,,,,
3000 mAh Li-ion Polymer Battery,13MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) HD+ Display,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"Gionee F205 Pro (Black, 16 GB)",4499,MT6739WW 64-bit Processor,4.1,"1,074 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,,,,,,
4500 mAh Lithium-ion Battery,64MP + 12MP + 5MP + 5MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A71 (Haze Crush Silver, 128 GB)",30999,Qualcomm SM7150 Processor,4.4,206 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
4000 mAh Battery,48MP + 8MP + 13MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Display,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,"OPPO Reno2 (Ocean Blue, 256 GB)",38990,Qualcomm Snapdragon 730G Processor,4.5,176 Reviews,Ultra Dark Mode l Ultra Steady Video,,,,,,
4000 mAh Battery,48MP + 5MP | 13MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Redmi Note 7S (Ruby Red, 64 GB)",11999,Qualcomm Snapdragon 660 AIE Processor,4.4,"33,528 Reviews",Splash Proof - Protected by P2i,,,,,,
4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"OPPO A3s (Red, 64 GB)",10599,Qualcomm Snapdragon 450 Processor,4.3,"1,342 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
2070 mAh Li-Polymer Battery,13MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Asus Zenfone 2 Laser ZE500KL (Black, 16 GB)",5990,Qualcomm Snapdragon 410 MSM8916 Processor,4.1,391 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
2450 mAh Battery,8MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Panasonic Eluga Arc 2 (Gold, 32 GB)",6340,1 Year Manufacturer Warranty,3.8,78 Reviews,,,,,,,
1300 mAh Li-Ion Battery,2MP Rear Camera,8.89 cm (3.5 inch) HVGA Display,512 MB RAM | 4 GB ROM | Expandable Upto 32 GB,"Karbonn A52 plus (Black and Gold, 4 GB)",3290,MTK Processor,3.6,555 Reviews,1 Year for Mobile & 6 Months for Accessories,,,,,,
2500 mAh Lithium Ion Battery,13MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,3 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"Yu Yunique 2 Plus (Champagne, 16 GB)",6699,MediaTek MT6737 Quad Core 1.3 GHz Processor,3.8,900 Reviews,Brand Warranty of 1 Year,,,,,,
3380 mAh Battery,8MP Rear Camera | 5MP Front Camera,15.24 cm (6 inch) Display,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"Lava Z62 (Midnight Blue, 16 GB)",5549,MTK 6761 Processor,4.2,44 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
4000 mAh Lithium Ion Battery,13MP + 8MP + 5MP | 8MP Front Camera,16.51 cm (6.5 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A20s (Blue, 64 GB)",14900,Qualcomm SDM450-B01 Processor,4.3,80 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3000 mAh Li-polymer Battery,13MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Redmi 5A (Rose Gold, 16 GB)",5999,Qualcomm Snapdragon 425 Processor,4.5,"1,53,238 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
4045 mAh Battery,16MP + 5MP | 25MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Realme 3 Pro (Lightning Purple, 128 GB)",16999,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,4.5,"14,473 Reviews",VooC Flash Charge 3.0,,,,,,
